entity_id,type,debit,credit,amount,currency,fee,tax,tds_194o,net_amount,settlement_id,settlement_utr,created_at,settled_at,order_id,invoice_number,method,card_network,bank_code,merchant_name,merchant_legal_name,description,notes
pay_2026_000069,payment,0,6128178,6128178,INR,122564,22062,61282,59222.7,setl_202608_0011,UTR202608011621,2026-08-10T01:16:00+00:00,2026-08-12T01:16:00+00:00,order_2026_000069,INV-2026-00069,card,MasterCard,ICIC,PharmEasy,PharmEasy API Holdings Private Limited,Payment for order order_2026_000069 via CARD,"{""merchant_gstin"": ""27AAACP4455M1Z7"", ""pos"": ""ONLINE""}"
pay_2026_000070,payment,0,5166863,5166863,INR,0,0,51669,51151.94,setl_202608_0011,UTR202608011621,2026-08-10T04:30:00+00:00,2026-08-12T04:30:00+00:00,order_2026_000070,INV-2026-00070,upi,,HDFC,Urban Company,Urban Company Limited,Payment for order order_2026_000070 via UPI,"{""merchant_gstin"": ""06AAACU3322L1Z8"", ""pos"": ""ONLINE""}"
pay_2026_000071,payment,0,1809768,1809768,INR,0,0,18098,17916.71,setl_202608_0010,UTR202608010620,2026-08-10T07:30:00+00:00,2026-08-11T07:30:00+00:00,order_2026_000071,INV-2026-00071,upi,,HDFC,Licious,Licious Delightful Gourmet Private Limited,Payment for order order_2026_000071 via UPI,"{""merchant_gstin"": ""29AAACL7766N1Z4"", ""pos"": ""ONLINE""}"
pay_2026_000072,payment,0,294165,294165,INR,5883,1059,0,2872.23,setl_202608_0010,UTR202608010620,2026-08-10T10:31:00+00:00,2026-08-11T10:31:00+00:00,order_2026_000072,INV-2026-00072,card,VISA,UTIB,Zomato,Zomato Limited,Payment for order order_2026_000072 via CARD,"{""merchant_gstin"": ""07AAACZ1234D1Z2"", ""pos"": ""ONLINE""}"
pay_2026_000073,payment,0,1328671,1328671,INR,26573,4783,13287,12840.28,setl_202608_0011,UTR202608011621,2026-08-10T13:26:00+00:00,2026-08-12T13:26:00+00:00,order_2026_000073,INV-2026-00073,card,MasterCard,ICIC,Urban Company,Urban Company Limited,Payment for order order_2026_000073 via CARD,"{""merchant_gstin"": ""06AAACU3322L1Z8"", ""pos"": ""ONLINE""}"
pay_2026_000074,payment,0,4027585,4027585,INR,0,0,40276,39873.09,setl_202608_0011,UTR202608011621,2026-08-10T16:34:00+00:00,2026-08-12T16:34:00+00:00,order_2026_000074,INV-2026-00074,upi,,YESB,Urban Company,Urban Company Limited,Payment for order order_2026_000074 via UPI,"{""merchant_gstin"": ""06AAACU3322L1Z8"", ""pos"": ""ONLINE""}"
pay_2026_000075,payment,0,6059814,6059814,INR,1500,270,60598,59974.46,setl_202608_0010,UTR202608010620,2026-08-10T19:24:00+00:00,2026-08-11T19:24:00+00:00,order_2026_000075,INV-2026-00075,netbanking,,HDFC,Urban Company,Urban Company Limited,Payment for order order_2026_000075 via NETBANKING,"{""merchant_gstin"": ""06AAACU3322L1Z8"", ""pos"": ""ONLINE""}"
pay_2026_000076,payment,0,7393374,7393374,INR,0,0,73934,73194.4,setl_202608_0010,UTR202608010620,2026-08-10T22:44:00+00:00,2026-08-11T22:44:00+00:00,order_2026_000076,INV-2026-00076,card,RuPay,SBIN,Cult.fit,Cultfit Healthcare Private Limited,Payment for order order_2026_000076 via CARD,"{""merchant_gstin"": ""29AAACC1122P1Z3"", ""pos"": ""ONLINE""}"
pay_2026_000077,payment,0,4124757,4124757,INR,82495,14849,41248,39861.65,setl_202608_0011,UTR202608011621,2026-08-11T01:41:00+00:00,2026-08-12T01:41:00+00:00,order_2026_000077,INV-2026-00077,card,MasterCard,ICIC,Zepto,Zepto Technologies Private Limited,Payment for order order_2026_000077 via CARD,"{""merchant_gstin"": ""27AAACZ9876K1Z1"", ""pos"": ""ONLINE""}"
pay_2026_000078,payment,0,3790900,3790900,INR,0,0,37909,37529.91,setl_202608_0012,UTR202608012617,2026-08-11T04:12:00+00:00,2026-08-13T04:12:00+00:00,order_2026_000078,INV-2026-00078,card,RuPay,SBIN,Swiggy,Bundl Technologies Private Limited,Payment for order order_2026_000078 via CARD,"{""merchant_gstin"": ""29AABCB1234F1Z5"", ""pos"": ""ONLINE""}"
pay_2026_000079,payment,0,3284544,3284544,INR,65691,11824,32845,31741.84,setl_202608_0012,UTR202608012617,2026-08-11T07:50:00+00:00,2026-08-13T07:50:00+00:00,order_2026_000079,INV-2026-00079,card,VISA,UTIB,Urban Company,Urban Company Limited,Payment for order order_2026_000079 via CARD,"{""merchant_gstin"": ""06AAACU3322L1Z8"", ""pos"": ""ONLINE""}"
pay_2026_000080,payment,0,4297663,4297663,INR,0,0,42977,42546.86,setl_202608_0011,UTR202608011621,2026-08-11T10:29:00+00:00,2026-08-12T10:29:00+00:00,order_2026_000080,INV-2026-00080,upi,,YESB,Cult.fit,Cultfit Healthcare Private Limited,Payment for order order_2026_000080 via UPI,"{""merchant_gstin"": ""29AAACC1122P1Z3"", ""pos"": ""ONLINE""}"
